time;x_CTRHD;x_CV7;x_L1MH;x_L5MH;x_LARM1;x_LARM2;x_LARM3;x_LARM4;x_LBHD;x_LCAJ;x_LDFA;x_LFAL;x_LFAX;x_LFCC;x_LFHD;x_LFLE;x_LFME;x_LFT1;x_LFT2;x_LFT3;x_LHL2;x_LHLE;x_LHM5;x_LHME;x_LHND;x_LIAS;x_LICT;x_LICTP;x_LIPS;x_LLLB;x_LRSP;x_LSHK1;x_LSHK2;x_LSHK3;x_LSHK4;x_LSHO;x_LTAM;x_LTH1;x_LTH2;x_LTH3;x_LTH4;x_LTOE;x_LTTC;x_LTV1;x_LULB;x_LUSP;x_R1MH;x_R5MH;x_RARM1;x_RARM2;x_RARM3;x_RARM4;x_RBHD;x_RCAJ;x_RDFA;x_RFAL;x_RFAX;x_RFCC;x_RFHD;x_RFLE;x_RFME;x_RFT1;x_RFT2;x_RFT3;x_RHL2;x_RHLE;x_RHM5;x_RHME;x_RHND;x_RIAS;x_RICT;x_RICTP;x_RIPS;x_RLLB;x_RRSP;x_RSHK1;x_RSHK2;x_RSHK3;x_RSHK4;x_RSHO;x_RTAM;x_RTH1;x_RTH2;x_RTH3;x_RTH4;x_RTOE;x_RTTC;x_RTV1;x_RULB;x_RUSP;x_SCRM;x_SJN;x_SXS;x_TV4;y_CTRHD;y_CV7;y_L1MH;y_L5MH;y_LARM1;y_LARM2;y_LARM3;y_LARM4;y_LBHD;y_LCAJ;y_LDFA;y_LFAL;y_LFAX;y_LFCC;y_LFHD;y_LFLE;y_LFME;y_LFT1;y_LFT2;y_LFT3;y_LHL2;y_LHLE;y_LHM5;y_LHME;y_LHND;y_LIAS;y_LICT;y_LICTP;y_LIPS;y_LLLB;y_LRSP;y_LSHK1;y_LSHK2;y_LSHK3;y_LSHK4;y_LSHO;y_LTAM;y_LTH1;y_LTH2;y_LTH3;y_LTH4;y_LTOE;y_LTTC;y_LTV1;y_LULB;y_LUSP;y_R1MH;y_R5MH;y_RARM1;y_RARM2;y_RARM3;y_RARM4;y_RBHD;y_RCAJ;y_RDFA;y_RFAL;y_RFAX;y_RFCC;y_RFHD;y_RFLE;y_RFME;y_RFT1;y_RFT2;y_RFT3;y_RHL2;y_RHLE;y_RHM5;y_RHME;y_RHND;y_RIAS;y_RICT;y_RICTP;y_RIPS;y_RLLB;y_RRSP;y_RSHK1;y_RSHK2;y_RSHK3;y_RSHK4;y_RSHO;y_RTAM;y_RTH1;y_RTH2;y_RTH3;y_RTH4;y_RTOE;y_RTTC;y_RTV1;y_RULB;y_RUSP;y_SCRM;y_SJN;y_SXS;y_TV4;z_CTRHD;z_CV7;z_L1MH;z_L5MH;z_LARM1;z_LARM2;z_LARM3;z_LARM4;z_LBHD;z_LCAJ;z_LDFA;z_LFAL;z_LFAX;z_LFCC;z_LFHD;z_LFLE;z_LFME;z_LFT1;z_LFT2;z_LFT3;z_LHL2;z_LHLE;z_LHM5;z_LHME;z_LHND;z_LIAS;z_LICT;z_LICTP;z_LIPS;z_LLLB;z_LRSP;z_LSHK1;z_LSHK2;z_LSHK3;z_LSHK4;z_LSHO;z_LTAM;z_LTH1;z_LTH2;z_LTH3;z_LTH4;z_LTOE;z_LTTC;z_LTV1;z_LULB;z_LUSP;z_R1MH;z_R5MH;z_RARM1;z_RARM2;z_RARM3;z_RARM4;z_RBHD;z_RCAJ;z_RDFA;z_RFAL;z_RFAX;z_RFCC;z_RFHD;z_RFLE;z_RFME;z_RFT1;z_RFT2;z_RFT3;z_RHL2;z_RHLE;z_RHM5;z_RHME;z_RHND;z_RIAS;z_RICT;z_RICTP;z_RIPS;z_RLLB;z_RRSP;z_RSHK1;z_RSHK2;z_RSHK3;z_RSHK4;z_RSHO;z_RTAM;z_RTH1;z_RTH2;z_RTH3;z_RTH4;z_RTOE;z_RTTC;z_RTV1;z_RULB;z_RUSP;z_SCRM;z_SJN;z_SXS;z_TV4;ones_CTRHD;ones_CV7;ones_L1MH;ones_L5MH;ones_LARM1;ones_LARM2;ones_LARM3;ones_LARM4;ones_LBHD;ones_LCAJ;ones_LDFA;ones_LFAL;ones_LFAX;ones_LFCC;ones_LFHD;ones_LFLE;ones_LFME;ones_LFT1;ones_LFT2;ones_LFT3;ones_LHL2;ones_LHLE;ones_LHM5;ones_LHME;ones_LHND;ones_LIAS;ones_LICT;ones_LICTP;ones_LIPS;ones_LLLB;ones_LRSP;ones_LSHK1;ones_LSHK2;ones_LSHK3;ones_LSHK4;ones_LSHO;ones_LTAM;ones_LTH1;ones_LTH2;ones_LTH3;ones_LTH4;ones_LTOE;ones_LTTC;ones_LTV1;ones_LULB;ones_LUSP;ones_R1MH;ones_R5MH;ones_RARM1;ones_RARM2;ones_RARM3;ones_RARM4;ones_RBHD;ones_RCAJ;ones_RDFA;ones_RFAL;ones_RFAX;ones_RFCC;ones_RFHD;ones_RFLE;ones_RFME;ones_RFT1;ones_RFT2;ones_RFT3;ones_RHL2;ones_RHLE;ones_RHM5;ones_RHME;ones_RHND;ones_RIAS;ones_RICT;ones_RICTP;ones_RIPS;ones_RLLB;ones_RRSP;ones_RSHK1;ones_RSHK2;ones_RSHK3;ones_RSHK4;ones_RSHO;ones_RTAM;ones_RTH1;ones_RTH2;ones_RTH3;ones_RTH4;ones_RTOE;ones_RTTC;ones_RTV1;ones_RULB;ones_RUSP;ones_SCRM;ones_SJN;ones_SXS;ones_TV4
0,0;-292,13336181640625;-288,27154541015625;-386,16351318359375;-473,12579345703125;-531,2537841796875;-534,5536499023438;-525,0160522460938;-543,2005615234375;-370,5428466796875;-463,7313537597656;-561,4867553710938;-429,2054748535156;-436,1976318359375;-373,3244323730469;-361,134033203125;-433,55401611328125;-308,1028137207031;-408,9103088378906;-446,70977783203125;-455,79840087890625;-541,7280883789062;-559,2847290039062;-568,9515380859375;-465,7230529785156;-563,9154052734375;-429,8148193359375;-436,6893615722656;-400,0179138183594;-306,9827575683594;-291,5306396484375;-529,0158081054688;-460,3214416503906;-461,6297302246094;-448,20098876953125;-455,2834777832031;-504,07073974609375;-358,7519836425781;-473,7300109863281;-472,1984558105469;-454,5887145996094;-460,3677062988281;-431,4344482421875;-394,6512451171875;-315,73101806640625;-311,96875;-562,3214721679688;-229,8784942626953;-127,36997985839844;-38,54247283935547;-23,165729522705078;-11,244057655334473;-18,321279525756836;-209,7441864013672;-134,14166259765625;-33,56339645385742;-168,7554931640625;-136,88162231445312;-215,7124786376953;-235,5966796875;-138,8068084716797;-261,7836608886719;-204,02354431152344;-161,08126831054688;-153,58267211914062;-84,93668365478516;1,092431902885437;-40,74503707885742;-75,25718688964844;-51,00080490112305;-151,8995361328125;-115,85836791992188;-137,319580078125;-224,8388671875;-247,29925537109375;-82,85578918457031;-126,47747039794922;-118,41149139404297;-125,25768280029297;-136,9990692138672;-90,4322738647461;-252,09149169921875;-112,51715850830078;-107,59429168701172;-122,28150939941406;-134,0666046142578;-173,1792449951172;-192,60743713378906;-243,2016143798828;-219,96575927734375;-36,11442565917969;-264,24822998046875;-302,28082275390625;-299,5739440917969;-279,30108642578125;-47,500606536865234;-278,25164794921875;296,4617919921875;253,7145538330078;-262,1983947753906;-296,9566345214844;-328,4305419921875;-274,8590087890625;-212,71121215820312;-214,23573303222656;-300,456787109375;120,78009033203125;-32,750946044921875;87,10400390625;-81,0447769165039;-47,2427978515625;-49,804542541503906;205,04661560058594;190,68838500976562;226,66238403320312;-286,4129638671875;-304,2698059082031;-364,23565673828125;-329,942626953125;-312,056884765625;-178,94517517089844;-250,79946899414062;-310,6641540527344;-340,88519287109375;-345,8898010253906;-286,0122985839844;1,9010570049285889;-12,776495933532715;-20,902217864990234;30,575607299804688;-207,08946228027344;151,9207763671875;-108,07470703125;-114,54417419433594;-122,1135482788086;-69,56222534179688;277,484130859375;26,784101486206055;-322,0121154785156;-358,1078186035156;-349,18792724609375;-387,7542419433594;-432,6112976074219;-151,69761657714844;-193,11537170410156;-175,8255157470703;-123,51518249511719;-204,1076202392578;-170,578369140625;35,30738830566406;-540,93994140625;-353,557373046875;-602,5116577148438;-79,2745590209961;-325,8413391113281;-324,17376708984375;-461,5946960449219;-482,2417907714844;-454,0654602050781;161,7020263671875;-106,40789031982422;102,00352478027344;-157,86270141601562;120,27786254882812;-127,41097259521484;-205,7617645263672;-277,82122802734375;-331,073974609375;-339,3599548339844;86,30130004882812;-369,34075927734375;-433,9608154296875;-462,0554504394531;-410,4635925292969;-146,61451721191406;-507,5334777832031;-211,37843322753906;-273,75079345703125;-289,5975341796875;-235,01869201660156;-391,6827697753906;-312,6184997558594;-309,695556640625;-343,7490539550781;47,37487030029297;-335,84075927734375;-112,10486602783203;-80,53792572021484;-333,7235412597656;1734,4925537109375;1530,10986328125;105,10155487060547;79,58104705810547;1332,2652587890625;1289,2520751953125;1241,782470703125;1236,1925048828125;1694,080810546875;1512,7987060546875;948,21240234375;91,35371398925781;463,85833740234375;39,814292907714844;1726,6837158203125;515,9227905273438;501,5072021484375;120,49349212646484;91,95708465576172;84,20327758789062;788,8318481445312;1171,6566162109375;810,3878173828125;1148,118896484375;828,3989868164062;1037,314453125;1036,242431640625;1035,5347900390625;1045,0836181640625;1103,94970703125;872,2618408203125;411,8651123046875;357,9495849609375;303,0130920410156;319,8513488769531;1467,2581787109375;122,10135650634766;753,120849609375;698,5697021484375;644,0296630859375;664,8016967773438;109,9598159790039;474,1470947265625;1487,035400390625;1154,281005859375;889,2864990234375;19,894145965576172;20,077669143676758;1347,9766845703125;1299,60009765625;1240,7005615234375;1257,17724609375;1695,951416015625;1519,0760498046875;1039,73193359375;94,72919464111328;475,48004150390625;78,7707290649414;1723,572998046875;512,5197143554688;508,3919372558594;78,67707061767578;61,41474533081055;41,10150909423828;958,5008544921875;1189,5889892578125;903,5176391601562;1140,714111328125;962,470703125;1034,89794921875;1039,56005859375;1043,056640625;1050,48291015625;1101,0478515625;1005,8588256835938;379,40667724609375;370,9613342285156;316,80224609375;292,243408203125;1483,364013671875;102,294921875;709,834716796875;686,3947143554688;629,1130981445312;618,7426147460938;30,944658279418945;426,2738952636719;1480,9544677734375;1150,8499755859375;963,8707275390625;1047,9583740234375;1465,0335693359375;1269,4808349609375;1433,1822509765625;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
0,005;-293,9897155761719;-289,9288024902344;-383,48553466796875;-470,8807373046875;-532,4700927734375;-535,7603759765625;-526,33056640625;-544,3231811523438;-372,3711853027344;-465,3712158203125;-562,2564086914062;-428,1405944824219;-436,33209228515625;-372,6764221191406;-363,0440979003906;-433,8702392578125;-308,5453796386719;-406,98980712890625;-445,09716796875;-453,58123779296875;-542,2737426757812;-560,2972412109375;-569,5394897460938;-466,6145935058594;-564,4930419921875;-430,73590087890625;-437,572021484375;-400,98406982421875;-307,91522216796875;-292,4491882324219;-529,59033203125;-460,1272277832031;-461,3685607910156;-448,3065185546875;-454,94024658203125;-505,6860656738281;-357,50042724609375;-474,0286865234375;-472,7624816894531;-455,2074279785156;-460,6238708496094;-428,7858581542969;-394,5556945800781;-317,2934265136719;-312,9321594238281;-562,9780883789062;-229,16893005371094;-127,23399353027344;-40,54855728149414;-24,92007064819336;-12,653172492980957;-19,606735229492188;-211,56796264648438;-135,72344970703125;-34,51697540283203;-167,96078491210938;-137,17800903320312;-214,5390625;-237,12315368652344;-139,24172973632812;-262,39263916015625;-203,2268524169922;-160,37351989746094;-153,1482391357422;-85,45840454101562;-0,1147361472249031;-41,50758743286133;-76,395263671875;-51,4514274597168;-152,88693237304688;-115,04502868652344;-138,635986328125;-225,61294555664062;-248,2955780029297;-83,6230697631836;-126,61444854736328;-118,22057342529297;-124,92591857910156;-136,8766632080078;-92,41454315185547;-250,4186553955078;-113,04307556152344;-108,31846618652344;-122,69731903076172;-134,41897583007812;-173,47918701171875;-192,9656524658203;-244,8020782470703;-221,08316040039062;-36,75912094116211;-265,360595703125;-303,9089660644531;-300,7214050292969;-280,70538330078125;-40,87755584716797;-271,20074462890625;297,8912048339844;255,53448486328125;-255,36106872558594;-290,3807067871094;-322,80535888671875;-268,1477355957031;-205,99314880371094;-207,31607055664062;-294,5146484375;122,52804565429688;-25,40752601623535;87,69908905029297;-74,41667938232422;-39,368988037109375;-42,43977737426758;206,83387756347656;192,4291534423828;228,4393310546875;-281,2137451171875;-297,6129150390625;-358,9637451171875;-322,9460754394531;-306,56500244140625;-171,74114990234375;-243,6170196533203;-303,7530212402344;-333,801513671875;-338,9219665527344;-280,4427490234375;8,61948299407959;-6,805619716644287;-15,705705642700195;35,91686248779297;-200,24606323242188;153,5374755859375;-99,69185638427734;-106,13935852050781;-113,64370727539062;-61,06678009033203;279,36102294921875;33,78325653076172;-314,81292724609375;-351,197509765625;-343,4764099121094;-387,9748840332031;-432,4105529785156;-144,67042541503906;-186,25282287597656;-168,88104248046875;-116,58260345458984;-197,38502502441406;-163,48171997070312;42,75743103027344;-539,76123046875;-347,36822509765625;-601,6561889648438;-73,07281494140625;-319,5332946777344;-317,8039855957031;-460,667236328125;-481,4089660644531;-453,49652099609375;169,47894287109375;-99,48202514648438;109,97669219970703;-150,73843383789062;127,86907958984375;-120,18914031982422;-198,99966430664062;-270,50079345703125;-324,3397216796875;-332,32244873046875;94,0152587890625;-364,12567138671875;-428,90521240234375;-457,80194091796875;-406,5170593261719;-139,22874450683594;-507,03619384765625;-204,8661651611328;-267,333251953125;-283,0856018066406;-228,49624633789062;-391,6783142089844;-306,99798583984375;-302,4747619628906;-336,6118469238281;55,08875274658203;-328,7340393066406;-104,99653625488281;-73,66121673583984;-326,61309814453125;1734,1771240234375;1529,47998046875;99,96021270751953;75,03116607666016;1331,2550048828125;1288,0833740234375;1240,73583984375;1235,0938720703125;1693,2255859375;1511,7164306640625;947,0956420898438;88,31715393066406;463,0426940917969;37,1899528503418;1726,189208984375;515,42333984375;501,1902160644531;116,52227783203125;88,48502349853516;79,89836120605469;787,4784545898438;1170,4901123046875;809,641845703125;1147,112060546875;827,2245483398438;1036,66845703125;1035,7977294921875;1035,1763916015625;1044,4208984375;1103,3570556640625;870,9522094726562;410,4593811035156;356,6079406738281;302,53741455078125;318,0809326171875;1466,1173095703125;118,72445678710938;753,0491943359375;698,60693359375;643,9819946289062;664,81298828125;105,09626770019531;472,95245361328125;1486,2755126953125;1153,6968994140625;888,3600463867188;19,737302780151367;20,045177459716797;1347,46435546875;1299,0350341796875;1240,42431640625;1256,7618408203125;1695,2156982421875;1518,4281005859375;1039,994873046875;96,97833251953125;475,081298828125;81,7889404296875;1722,956787109375;511,9754943847656;507,87786865234375;79,65628814697266;62,372825622558594;41,54457092285156;959,1153564453125;1189,313720703125;903,9315795898438;1140,3138427734375;963,08154296875;1034,17529296875;1039,3018798828125;1042,283203125;1050,09130859375;1100,5284423828125;1006,2369995117188;379,11859130859375;371,5777587890625;317,98309326171875;292,6345520019531;1482,8035888671875;103,46590423583984;709,0642700195312;685,8019409179688;628,5272216796875;618,165771484375;30,881227493286133;425,46148681640625;1480,362060546875;1150,4371337890625;964,0486450195312;1047,248779296875;1464,149169921875;1268,681396484375;1432,4444580078125;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
0,01;-295,73699951171875;-291,58135986328125;-380,7059326171875;-468,532470703125;-533,7767333984375;-537,146484375;-527,376708984375;-545,4629516601562;-374,2510681152344;-467,0506896972656;-563,0790405273438;-426,9796447753906;-436,6041564941406;-372,0738830566406;-364,83599853515625;-434,2613220214844;-309,05413818359375;-405,1423034667969;-443,3111267089844;-451,6185607910156;-542,8505249023438;-561,3511352539062;-570,0650024414062;-467,5622863769531;-565,2108764648438;-431,7550354003906;-438,556884765625;-402,2073059082031;-308,89910888671875;-293,4552307128906;-530,5477294921875;-460,02862548828125;-461,484130859375;-447,9162292480469;-454,4697570800781;-507,2178039550781;-355,97064208984375;-474,5776672363281;-473,37109375;-455,982421875;-461,0243225097656;-426,1219787597656;-394,31842041015625;-318,8690490722656;-313,85113525390625;-563,6243286132812;-229,05844116210938;-127,152587890625;-41,60825729370117;-26,632858276367188;-14,235852241516113;-21,002573013305664;-213,44972229003906;-137,37229919433594;-35,25505447387695;-166,9186553955078;-137,41799926757812;-213,32740783691406;-238,8937225341797;-139,6571502685547;-262,6635437011719;-202,59210205078125;-159,597900390625;-152,7493896484375;-85,7586441040039;-1,373766303062439;-41,81806182861328;-77,76815032958984;-52,175479888916016;-153,716552734375;-117,73538208007812;-139,61863708496094;-227,02903747558594;-249,21945190429688;-84,09171295166016;-126,43092346191406;-118,55833435058594;-124,36849212646484;-136,76119995117188;-93,72865295410156;-249,6006317138672;-115,01579284667969;-108,97261810302734;-123,47894287109375;-134,80052185058594;-173,0071258544922;-193,44110107421875;-246,40628051757812;-222,1696319580078;-37,747283935546875;-266,5099182128906;-305,4552307128906;-302,1113586425781;-282,2171325683594;-34,258575439453125;-264,13055419921875;298,3984375;256,6042785644531;-248,5416259765625;-283,494873046875;-316,00567626953125;-261,33258056640625;-199,29153442382812;-200,25364685058594;-288,3287353515625;123,530029296875;-18,069843292236328;87,1921157836914;-67,76753234863281;-31,506853103637695;-35,3014030456543;207,81568908691406;193,43704223632812;229,2120361328125;-275,89495849609375;-290,8234558105469;-353,49371337890625;-316,0232238769531;-301,02294921875;-164,5088653564453;-236,24090576171875;-296,3638000488281;-326,54852294921875;-331,9263610839844;-274,35711669921875;15,130914688110352;-1,1807626485824585;-10,991262435913086;40,91190719604492;-193,36155700683594;154,01925659179688;-91,41901397705078;-97,75147247314453;-105,1676025390625;-52,67950439453125;280,2987365722656;40,78364944458008;-307,5976257324219;-344,0604248046875;-337,5479736328125;-388,1421813964844;-432,1937561035156;-138,0492401123047;-179,3682861328125;-162,1306610107422;-109,8096923828125;-190,72776794433594;-156,36253356933594;49,989444732666016;-538,3800659179688;-340,8705749511719;-600,6775512695312;-66,53329467773438;-312,8744201660156;-310,7401428222656;-459,6349182128906;-480,4140930175781;-452,95709228515625;176,8916473388672;-92,70207214355469;117,53524017333984;-143,47128295898438;135,3966522216797;-112,99542999267578;-191,4040985107422;-263,371826171875;-316,68402099609375;-325,2773742675781;101,3783950805664;-358,95269775390625;-423,2784423828125;-453,1120910644531;-402,38580322265625;-132,45510864257812;-505,82073974609375;-198,2247772216797;-260,6668701171875;-276,4550476074219;-221,9354705810547;-391,4894104003906;-301,1959533691406;-295,22821044921875;-329,4121398925781;62,565128326416016;-321,4952697753906;-97,86280822753906;-66,70275115966797;-319,5046081542969;1733,69580078125;1528,7730712890625;94,40142059326172;70,35836791992188;1330,1710205078125;1286,7591552734375;1239,668212890625;1234,0567626953125;1692,3948974609375;1510,7421875;945,9278564453125;85,29755401611328;462,1231689453125;34,473262786865234;1725,729736328125;514,9828491210938;501,1412353515625;112,2912368774414;84,27299499511719;75,41326141357422;786,3392944335938;1169,4681396484375;808,8026123046875;1146,0999755859375;826,0960083007812;1036,253173828125;1035,5694580078125;1034,8941650390625;1043,87451171875;1102,7701416015625;869,9327392578125;409,0647277832031;355,63092041015625;300,89178466796875;316,0530090332031;1465,01025390625;114,4483871459961;753,0184326171875;698,7168579101562;644,0131225585938;664,8529663085938;99,85052490234375;471,6316833496094;1485,4635009765625;1153,1712646484375;887,4667358398438;19,7489070892334;20,04786491394043;1347,2000732421875;1298,619873046875;1240,033935546875;1256,4794921875;1694,5032958984375;1518,028076171875;1040,1826171875;99,20863342285156;474,6591796875;85,0318603515625;1722,819580078125;511,43780517578125;506,92962646484375;80,62421417236328;63,44239044189453;41,997745513916016;960,1943359375;1189,1077880859375;904,4676513671875;1140,000732421875;963,5192260742188;1033,463134765625;1038,31884765625;1041,6856689453125;1049,2200927734375;1099,8436279296875;1006,625732421875;379,1075744628906;372,2698669433594;318,95111083984375;292,9833984375;1482,677490234375;105,2721176147461;708,23681640625;685,2957153320312;627,8939819335938;617,5689086914062;30,88054656982422;424,6639404296875;1479,7393798828125;1149,8692626953125;964,2962646484375;1046,7774658203125;1463,35888671875;1267,912841796875;1431,835205078125;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
0,015;-297,73602294921875;-293,2444152832031;-377,7779235839844;-465,9631042480469;-535,1278076171875;-538,3153686523438;-528,4485473632812;-546,6591796875;-376,18878173828125;-468,7517395019531;-563,890380859375;-425,7037658691406;-436,6679382324219;-371,5478515625;-366,83074951171875;-434,58148193359375;-309,38458251953125;-403,8365478515625;-441,4481506347656;-449,47576904296875;-543,4744262695312;-562,4095458984375;-570,7288208007812;-468,395751953125;-565,8262329101562;-432,767333984375;-439,5472412109375;-403,3379821777344;-310,1274719238281;-294,43414306640625;-531,0338134765625;-459,75244140625;-461,4007873535156;-447,85858154296875;-454,0306701660156;-508,8556213378906;-354,18853759765625;-475,0753479003906;-474,0550842285156;-456,5981750488281;-461,4249572753906;-423,3595275878906;-394,2810363769531;-320,4712829589844;-314,8645324707031;-564,5214233398438;-228,9152374267578;-127,02590942382812;-43,27754592895508;-28,269882202148438;-16,021944046020508;-22,463647842407227;-215,3321990966797;-139,27037048339844;-36,12913131713867;-165,80198669433594;-137,75706481933594;-212,12013244628906;-240,7401123046875;-140,07325744628906;-263,1097106933594;-201,8397216796875;-158,82492065429688;-152,34585571289062;-86,63484191894531;-2,018167018890381;-42,55891418457031;-79,09662628173828;-52,801727294921875;-154,5611572265625;-118,87782287597656;-140,64219665527344;-227,8433837890625;-250,1881561279297;-85,21985626220703;-126,60514831542969;-118,41633605957031;-124,58505249023438;-136,81101989746094;-95,73155975341797;-248,83303833007812;-114,05045318603516;-109,80290985107422;-123,92231750488281;-135,0865478515625;-172,95291137695312;-193,2540283203125;-247,96632385253906;-223,1172332763672;-38,2924919128418;-267,6103210449219;-307,8731384277344;-303,6448059082031;-283,5610046386719;-27,615201950073242;-256,9981384277344;298,376953125;256,8849182128906;-241,67799377441406;-276,61273193359375;-309,11334228515625;-254,4742431640625;-192,56040954589844;-193,35324096679688;-282,0563659667969;123,84717559814453;-10,825963020324707;86,1758041381836;-61,0904541015625;-23,606157302856445;-27,385215759277344;208,16629028320312;193,70904541015625;229,4728240966797;-270,33538818359375;-284,03424072265625;-347,7575988769531;-308,9502258300781;-295,1817932128906;-157,12445068359375;-229,01612854003906;-289,270263671875;-319,1790466308594;-324,9938049316406;-268,6507568359375;21,64118194580078;4,318068504333496;-6,550568580627441;45,703857421875;-186,3837432861328;154,41539001464844;-82,96072387695312;-89,21261596679688;-96,57930755615234;-44,06414794921875;280,6260986328125;47,68699264526367;-300,3029479980469;-337,0823059082031;-331,3855285644531;-388,20172119140625;-431,9612731933594;-131,1007080078125;-172,59130859375;-155,30145263671875;-102,93729400634766;-183,98941040039062;-149,07357788085938;57,20216369628906;-536,9368286132812;-334,1859436035156;-599,55322265625;-59,920597076416016;-306,1550598144531;-303,6064453125;-458,5138854980469;-479,4867858886719;-452,23077392578125;184,46092224121094;-86,35138702392578;125,05122375488281;-136,53575134277344;142,68624877929688;-105,73023223876953;-184,02005004882812;-255,95994567871094;-309,87969970703125;-318,1072998046875;108,666015625;-353,339111328125;-417,88140869140625;-448,40020751953125;-398,03790283203125;-124,96333312988281;-504,4839172363281;-191,2179718017578;-253,87503051757812;-269,6577453613281;-215,0843963623047;-391,3653259277344;-295,0402526855469;-288,03594970703125;-322,20703125;69,80427551269531;-314,1390686035156;-90,15697479248047;-59,67600631713867;-312,36029052734375;1733,4578857421875;1528,1112060546875;88,83329010009766;64,91696166992188;1329,090087890625;1285,803466796875;1238,7431640625;1232,98291015625;1691,6417236328125;1509,7861328125;944,900634765625;81,99335479736328;461,3018798828125;31,872289657592773;1725,316650390625;514,437255859375;501,0984191894531;108,24522399902344;79,99478149414062;70,69102478027344;785,123779296875;1168,3927001953125;808,0247192382812;1145,2161865234375;825,029296875;1035,9996337890625;1035,018798828125;1034,681640625;1043,639404296875;1102,2728271484375;868,7735595703125;407,4618835449219;354,41998291015625;299,9602355957031;314,1432189941406;1464,15234375;110,83167266845703;753,1121215820312;698,7098999023438;644,0430297851562;664,9537353515625;94,22716522216797;470,2767333984375;1484,708984375;1152,6162109375;886,5645751953125;19,86650848388672;20,085391998291016;1346,9376220703125;1298,409423828125;1239,858642578125;1256,2777099609375;1693,870849609375;1517,744140625;1040,3946533203125;101,52190399169922;474,3756103515625;88,4855728149414;1722,4385986328125;510,8660888671875;506,02630615234375;81,71217346191406;64,47960662841797;42,465396881103516;960,3050537109375;1189,0067138671875;904,7709350585938;1139,82958984375;963,897216796875;1032,8231201171875;1037,5638427734375;1041,216552734375;1048,911376953125;1099,4434814453125;1006,890869140625;378,9774475097656;373,2696228027344;320,1677551269531;293,3236389160156;1482,0338134765625;107,267578125;708,1380004882812;684,83447265625;627,57958984375;616,9105224609375;30,88283920288086;423,742431640625;1479,2412109375;1149,482666015625;964,7810668945312;1046,455322265625;1462,7841796875;1267,4375;1431,265380859375;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
