time;Channel_01;Channel_02;Channel_03;Channel_04;Channel_05;Channel_06;Channel_07;Channel_08;Channel_09;Channel_10;Channel_11;Channel_12;Channel_13;Channel_14;Channel_15;Channel_16;Channel_17;Channel_18;Channel_19;Channel_20;Channel_21;Channel_22;Channel_23;Channel_24;empty_spacer;Channel_26;Channel_27;Channel_28;Channel_29;zero_JT;one_JT;two_JT;three_JT;four_JT;five_JT;Channel_36;Channel_37;Channel_38;Channel_39;Channel_40;Channel_41;Channel_42;Channel_43;Channel_44;Channel_45;Channel_46;Channel_47;Channel_48;R_VastLat;R_RectFem;R_VastMed;R_BicepFem;R_SemiT;L_MedGastroc;L_LatQuad;L_LatGastroc;L_GlutMed;L_RectFem;R_MedGastroc;R_RectFem_2;L_SemiT;R_BicepsFem;R_LGastroc;R_VL
0,0;0,40054935961961746;-0,02670323010534048;0,789654441177845;-0,7743952795863152;0,28610669542104006;0,5760280881077051;-0,003814697265625;-0,08010980673134327;0,7591363973915577;-0,14877539360895753;0,1106279669329524;0,011444324627518654;-0,04959176294505596;0,553139578551054;0,8049134165048599;-0,7286182604730129;-0,003814697265625;-0,29373608995229006;0,9346151724457741;-0,16403442714363337;0,3089952515438199;-0,24032953660935163;0,3852903610095382;-0,14114589430391788;-1,520180106163025;-1,7449454069137573;-1,78202486038208;-1,78385591506958;-1,7351796627044678;-1,769054651260376;-1,7881284952163696;-1,780651569366455;-1,5909819602966309;-0,06141756474971771;1,012207269668579;1,085755705833435;-1,7965209484100342;1,0460822582244873;-0,12397955358028412;1,3062485456466675;3,777599811553955;3,931715965270996;5,0;-0,8489356637001038;-0,7651636600494385;-0,7671473026275635;-0,7976653575897217;-0,7793545722961426;-1,449683427810669;-1,4870679378509521;-1,4885939359664917;-1,5783169269561768;-1,466926097869873;-1,4931715726852417;-1,5078202486038208;-1,5944914817810059;-2,4805829524993896;-2,550469160079956;-2,5797665119171143;-2,56954288482666;-2,521782159805298;-2,56801700592041;-2,5942625999450684;-2,5896849632263184
0,001;0,20218209829181433;-0,10299833957105875;0,8354315534234047;-0,8278018794953823;0,35477234050631523;0,37003131583333015;0,034332857467234135;-0,0877393176779151;0,7438773289322853;-0,09536883444525301;0,28610669542104006;-0,14114589430391788;-0,16403442714363337;0,5989166907966137;0,7209888659417629;-0,7209887728095055;-0,1182573614642024;-0,37003124598413706;0,8354315534234047;-0,20981149282306433;0,2555886749178171;-0,2327000256627798;0,43106740340590477;-0,24795904755592346;-1,51972234249115;-1,7423514127731323;-1,780651569366455;-1,78202486038208;-1,7335011959075928;-1,767376184463501;-1,7875181436538696;-1,77836275100708;-1,5914397239685059;-0,05394064262509346;1,003509521484375;1,0767529010772705;-1,78355073928833;1,0498969554901123;-0,15465018153190613;1,3085373640060425;3,789349317550659;3,940260887145996;5,0;-0,8336766362190247;-0,7489891052246094;-0,7508201599121094;-0,7814908027648926;-0,7631799578666687;-1,4367132186889648;-1,4750133752822876;-1,4780651330947876;-1,5679408311843872;-1,456855058670044;-1,4824903011322021;-1,4971389770507812;-1,5838102102279663;-2,4682230949401855;-2,537651538848877;-2,56893253326416;-2,559319496154785;-2,512474298477173;-2,558098793029785;-2,5843441486358643;-2,5796139240264893
0,002;0,23270014207810163;-0,10299833957105875;0,7667658850550652;-0,9498740546405315;0,17166405450552702;0,34714280627667904;-0,011444208212196827;-0,05722127389162779;0,6294346880167723;-0,1716639380902052;0,20218209829181433;-0,06485078483819962;-0,19455247092992067;0,5378806032240391;0,7209888659417629;-0,6370640825480223;0,0801099231466651;-0,27847709134221077;0,9422446601092815;-0,30136562418192625;0,28610669542104006;-0,3471426898613572;0,5760280881077051;-0,30136562418192625;-1,519874930381775;-1,7417410612106323;-1,779736042022705;-1,78019380569458;-1,7313649654388428;-1,764934778213501;-1,7856870889663696;-1,7765315771102905;-1,5922026634216309;-0,05241474136710167;0,9891660809516907;1,070496678352356;-1,7612725496292114;1,0505073070526123;-0,19523918628692627;1,3071640729904175;3,798504590988159;3,9514000415802;5,0;-0,8170443177223206;-0,7325093746185303;-0,7335774898529053;-0,7651636600494385;-0,7456321120262146;-1,4237430095672607;-1,4646371603012085;-1,465705394744873;-1,555275797843933;-1,4457160234451294;-1,471045970916748;-1,4853894710540771;-1,5735865831375122;-2,4601356983184814;-2,530174732208252;-2,55947208404541;-2,548638105392456;-2,5028610229492188;-2,548485517501831;-2,5751888751983643;-2,5716793537139893
0,003;0,21744112018495798;-0,1182573614642024;0,8506905287504196;-0,8201723918318748;0,1945525873452425;0,43869693763554096;0,11825747787952423;-0,12588687241077423;0,6752117071300745;-0,27847709134221077;0,1945525873452425;-0,011444208212196827;-0,19455247092992067;0,34714280627667904;0,8506905287504196;-0,5989165510982275;0,057221390306949615;-0,33188366796821356;0,9117266163229942;-0,27847709134221077;0,29373622965067625;-0,3471426898613572;0,4997330252081156;-0,3089951351284981;-1,5154497623443604;-1,7392996549606323;-1,778210163116455;-1,779736042022705;-1,7295337915420532;-1,763256311416626;-1,783703327178955;-1,7742427587509155;-1,5874723196029663;-0,046921491622924805;0,9835202693939209;1,0598154067993164;-1,7450979948043823;1,0549324750900269;-0,23201343417167664;1,3051804304122925;3,8065919876098633;3,958266496658325;5,0;-0,8004119992256165;-0,7158769965171814;-0,7175555229187012;-0,7480735778808594;-0,7283893823623657;-1,4136720895767212;-1,454108476638794;-1,454566240310669;-1,5438315868377686;-1,4348821640014648;-1,4603646993637085;-1,4747081995010376;-1,5633630752563477;-2,4491493701934814;-2,518272638320923;-2,548485517501831;-2,536583423614502;-2,4924850463867188;-2,537804126739502;-2,565728187561035;-2,56221866607666
0,004;0,17929357709363103;-0,02670323010534048;0,8278019726276398;-0,8812084794044495;0,31662476249039173;0,43869693763554096;-0,06485078483819962;-0,11062785051763058;0,8354315534234047;-0,3166246460750699;0,12588698882609606;-0,02670323010534048;-0,14114589430391788;0,553139578551054;0,8278019726276398;-0,6828411016613245;0,04196237132418901;-0,29373608995229006;0,9346151724457741;-0,30136562418192625;0,32425427343696356;-0,35477220080792904;0,5378806032240391;-0,30136562418192625;-1,5175859928131104;-1,7383841276168823;-1,7766841650009155;-1,77836275100708;-1,7272449731826782;-1,761730432510376;-1,78171968460083;-1,7731746435165405;-1,5891507863998413;-0,04142824560403824;0,9765011072158813;1,0517281293869019;-1,7267872095108032;1,0549324750900269;-0,2671091854572296;1,3057907819747925;3,8160524368286133;3,9689478874206543;5,0;-0,7827115058898926;-0,6987869143486023;-0,7000076174736023;-0,7311360239982605;-0,7126725912094116;-1,399786353111267;-1,4426642656326294;-1,4437323808670044;-1,5328450202941895;-1,4229800701141357;-1,450141191482544;-1,4641793966293335;-1,551155924797058;-2,4406042098999023;-2,511101007461548;-2,540398359298706;-2,528191089630127;-2,4831769466400146;-2,529259204864502;-2,55642032623291;-2,550926923751831
0,005;0,3318837843835354;-0,10299833957105875;0,7515069097280502;-0,8812084794044495;0,29373622965067625;0,4615854471921921;0,04196237132418901;0,04196237132418901;0,7515069097280502;-0,2327000256627798;0,12588698882609606;-0,1716639380902052;-0,14114589430391788;0,2479591639712453;0,8201724849641323;-0,6981002166867256;0,003814813680946827;-0,2021819818764925;0,9575037285685539;-0,19455247092992067;0,3013657405972481;-0,27847709134221077;0,5607691593468189;-0,24795904755592346;-1,5168230533599854;-1,7370107173919678;-1,7748531103134155;-1,777294635772705;-1,7264820337295532;-1,7598992586135864;-1,78019380569458;-1,7713435888290405;-1,5900664329528809;-0,03807125985622406;0,964904248714447;1,0390630960464478;-1,7113755941390991;1,0592050552368164;-0,304646372795105;1,3053330183029175;3,8178834915161133;3,9765772819519043;5,0;-0,7688258290290833;-0,6832227110862732;-0,6844434142112732;-0,7163347601890564;-0,6954299211502075;-1,3878843784332275;-1,4306095838546753;-1,4319828748703003;-1,5212482213974;-1,4122987985610962;-1,4383916854858398;-1,452735185623169;-1,540169358253479;-2,4297704696655273;-2,4990463256835938;-2,529564380645752;-2,518272638320923;-2,4737162590026855;-2,519493341445923;-2,545586347579956;-2,541619062423706
0,006;0,28610669542104006;-0,15640491619706154;0,8735790848731995;-0,8659494109451771;0,20218209829181433;0,3318837843835354;0,003814813680946827;0,04196237132418901;0,7133593782782555;-0,11062785051763058;0,011444324627518654;-0,1182573614642024;-0,1716639380902052;0,4997330252081156;0,8583200164139271;-0,5073624197393656;0,026703346520662308;-0,24795904755592346;0,6446937099099159;-0,29373608995229006;0,14877552166581154;-0,5455099977552891;0,3852903610095382;-0,041962251998484135;-1,5154497623443604;-1,7362477779388428;-1,7727168798446655;-1,7757686376571655;-1,7246509790420532;-1,7585259675979614;-1,77836275100708;-1,7713435888290405;-1,5912871360778809;-0,029526207596063614;0,9584954380989075;1,0296025276184082;-1,698405385017395;1,0657663345336914;-0,33836880326271057;1,3021286725997925;3,8300907611846924;3,9857327938079834;5,0;-0,7470054030418396;-0,6633859872817993;-0,6655222177505493;-0,6984817385673523;-0,6787976026535034;-1,379644513130188;-1,4197757244110107;-1,4213016033172607;-1,5125505924224854;-1,400854468345642;-1,4278630018234253;-1,4420539140701294;-1,5296406745910645;-2,4146640300750732;-2,4836347103118896;-2,514610528945923;-2,5054550170898438;-2,4592201709747314;-2,5062179565429688;-2,533379077911377;-2,529716968536377
0,007;0,23270014207810163;-0,09536883444525301;0,8812085725367069;-0,9040970355272293;0,2479591639712453;0,43869693763554096;0,09536894503980875;-0,03433274105191231;0,6523232441395521;-0,3166246460750699;0,18692307639867067;-0,05722127389162779;-0,1182573614642024;0,4234379157423973;0,9117266163229942;-0,560768973082304;-0,06485078483819962;-0,2555885585024953;0,4539559595286846;-0,29373608995229006;0,019073837029282004;-0,7286182604730129;0,18692307639867067;0,21744112018495798;-1,5125505924224854;-1,7327382564544678;-1,7705806493759155;-1,7737849950790405;-1,7235828638076782;-1,7568475008010864;-1,7769893407821655;-1,769359827041626;-1,5888456106185913;-0,024185551330447197;0,9493400454521179;1,017853021621704;-1,682993769645691;1,0663766860961914;-0,37499046325683594;1,300297498703003;3,8351261615753174;3,9927520751953125;5,0;-0,7315937876701355;-0,6476691961288452;-0,6490424871444702;-0,6809338331222534;-0,6624704599380493;-1,3710994720458984;-1,4092469215393066;-1,4106203317642212;-1,5014114379882812;-1,3898680210113525;-1,4170290231704712;-1,4301518201828003;-1,5180437564849854;-2,407644748687744;-2,4769208431243896;-2,5072860717773438;-2,4975204467773438;-2,4505226612091064;-2,4958419799804688;-2,523002862930298;-2,518120050430298
0,008;0,20218209829181433;-0,04959176294505596;0,789654441177845;-0,8735788986086845;0,28610669542104006;0,37003131583333015;0,10299845598638058;0,04196237132418901;0,5989166907966137;-0,10299833957105875;0,019073837029282004;-0,17929344903677702;-0,10299833957105875;0,5455100908875465;0,8125429973006248;-0,5683985538780689;-0,08010980673134327;-0,35477220080792904;0,1945525873452425;-0,6752116605639458;-0,24032953660935163;-0,9880215860903263;0,1945525873452425;0,43869693763554096;-1,5151445865631104;-1,7322804927825928;-1,769359827041626;-1,7707332372665405;-1,7211413383483887;-1,7562371492385864;-1,7751582860946655;-1,765850305557251;-1,5877774953842163;-0,02662699483335018;0,9359121322631836;1,0112916231155396;-1,6579689979553223;1,0653085708618164;-0,4168001711368561;1,299992322921753;3,8436713218688965;4,0023651123046875;5,0;-0,7155718207359314;-0,6304264664649963;-0,6317998170852661;-0,6643015146255493;-0,6443122029304504;-1,3566033840179443;-1,397650122642517;-1,399328589439392;-1,4888991117477417;-1,379797101020813;-1,4055848121643066;-1,4202334880828857;-1,5084306001663208;-2,39650559425354;-2,4659342765808105;-2,4958419799804688;-2,4850080013275146;-2,4401464462280273;-2,4860761165618896;-2,512932062149048;-2,508507013320923
0,009000000000000001;0,2479591639712453;-0,0877393176779151;0,8354315534234047;-0,9040970355272293;0,14877552166581154;0,46921498142182827;-0,019073719158768654;-0,02670323010534048;0,6599527783691883;-0,24032953660935163;0,07248041220009327;-0,20981149282306433;-0,09536883444525301;0,46921498142182827;0,8735790848731995;-0,5531394854187965;0,034332857467234135;-0,22507051471620798;-0,03433274105191231;-1,0795758105814457;-0,41580828838050365;-1,3771266676485538;0,10299845598638058;0,5607691593468189;-1,5156023502349854;-1,7322804927825928;-1,768139123916626;-1,7699702978134155;-1,7199206352233887;-1,7537956237792969;-1,7742427587509155;-1,766308069229126;-1,5864042043685913;-0,017013810575008392;0,929808497428894;0,9981689453125;-1,6459144353866577;1,071107029914856;-0,44945448637008667;1,3016709089279175;3,8480963706970215;4,0067901611328125;5,0;-0,6997024416923523;-0,616083025932312;-0,617303729057312;-0,6501106023788452;-0,6292057633399963;-1,3442435264587402;-1,385748028755188;-1,3883421421051025;-1,4789806604385376;-1,3688105344772339;-1,394750952720642;-1,4090943336486816;-1,4966812133789062;-2,385366678237915;-2,4547951221466064;-2,4865338802337646;-2,4760050773620605;-2,4294650554656982;-2,4750895500183105;-2,5022506713867188;-2,4978256225585938
0,01;0,2479591639712453;-0,08010980673134327;0,8888380602002144;-0,9040970355272293;0,2555886749178171;0,3852903610095382;-0,1182573614642024;-0,19455247092992067;0,7438773289322853;-0,16403442714363337;0,0801099231466651;-0,09536883444525301;-0,08010980673134327;0,4921034909784794;0,7743954192847013;-0,6446936167776585;-0,10299833957105875;-0,3395131789147854;-0,3471426898613572;-1,4076447114348412;-0,8583199232816696;-1,911192387342453;-0,10299833957105875;0,9956512600183487;-1,5183489322662354;-1,7327382564544678;-1,766308069229126;-1,768444299697876;-1,7186999320983887;-1,7521171569824219;-1,7719539403915405;-1,763714075088501;-1,5873197317123413;-0,013809416443109512;0,9194323420524597;0,9896238446235657;-1,627603530883789;1,071107029914856;-0,4900434911251068;1,300297498703003;3,8535897731781006;4,0145721435546875;5,0;-0,6809338331222534;-0,5980773568153381;-0,5991454720497131;-0,6327153444290161;-0,6110475063323975;-1,3340200185775757;-1,3736934661865234;-1,3772029876708984;-1,467383861541748;-1,3570611476898193;-1,383154034614563;-1,397497534751892;-1,4846265316009521;-2,372243881225586;-2,4415197372436523;-2,4724955558776855;-2,4637980461120605;-2,4169528484344482;-2,4636454582214355;-2,4905011653900146;-2,4859235286712646
0,011;0,1640345435589552;-0,003814697265625;0,9575037285685539;-0,8888379670679569;0,23270014207810163;0,44632647186517715;0,07248041220009327;0,011444324627518654;0,6752117071300745;-0,2327000256627798;0,24032965302467346;-0,18692297162488103;-0,24032953660935163;0,5302510689944029;0,8278019726276398;-0,5531394854187965;-0,09536883444525301;-0,27847709134221077;-0,37766071036458015;-2,1019302308559418;-1,3466086238622665;-2,719920314848423;-0,42343782261013985;1,430533453822136;-1,5186541080474854;-1,7324330806732178;-1,766308069229126;-1,766155481338501;-1,7165637016296387;-1,7502861022949219;-1,7698177099227905;-1,762493371963501;-1,5864042043685913;-0,009231708943843842;0,9084458947181702;0,9781795740127563;-1,61020827293396;1,072175145149231;-0,530327320098877;1,300450086593628;3,8609139919281006;4,024643421173096;5,0;-0,6627756357192993;-0,580376923084259;-0,581597626209259;-0,6145570874214172;-0,5945677757263184;-1,3222705125808716;-1,3619439601898193;-1,3646906614303589;-1,455634355545044;-1,3457694053649902;-1,3712520599365234;-1,385290265083313;-1,4737926721572876;-2,360646963119507;-2,4293124675750732;-2,4601356983184814;-2,4515907764434814;-2,404745578765869;-2,4508278369903564;-2,4785993099212646;-2,4740214347839355
0,012;0,24032965302467346;-0,2021819818764925;0,8430610410869122;-0,8506904356181622;0,2250706311315298;0,43869693763554096;0,11825747787952423;-0,019073719158768654;0,7820249535143375;-0,20981149282306433;0,0801099231466651;-0,17929344903677702;-0,12588687241077423;0,5073625594377518;0,8812085725367069;-0,6218050606548786;0,14877552166581154;-0,3395131789147854;-0,4615853540599346;-3,0403602868318558;-2,1934842690825462;-3,818570077419281;-0,9193560108542442;1,6441596671938896;-1,5186541080474854;-1,7328908443450928;-1,766002893447876;-1,765697717666626;-1,7153429985046387;-1,7489128112792969;-1,768291711807251;-1,7597466707229614;-1,5867093801498413;-0,007553217001259327;0,8982223272323608;0,9694819450378418;-1,5880826711654663;1,074158787727356;-0,5681696534156799;1,300144910812378;3,8654916286468506;4,027847766876221;5,0;-0,6426337361335754;-0,5596246123313904;-0,5611505508422852;-0,5953307151794434;-0,5751888155937195;-1,308690071105957;-1,3501945734024048;-1,3524833917617798;-1,4437323808670044;-1,3332570791244507;-1,3584344387054443;-1,3735408782958984;-1,4614328145980835;-2,3498129844665527;-2,4177157878875732;-2,4488441944122314;-2,4389257431030273;-2,39284348487854;-2,4386205673217773;-2,4663920402526855;-2,4616618156433105
0,013000000000000001;0,0801099231466651;-0,06485078483819962;0,7743954192847013;-0,7438772358000278;0,17929357709363103;0,4615854471921921;0,026703346520662308;-0,011444208212196827;0,7057297974824905;-0,2327000256627798;0,06485090125352144;-0,13351638335734606;-0,19455247092992067;0,4615854471921921;0,8354315534234047;-0,6752116605639458;-0,003814697265625;-0,2021819818764925;-0,6370640825480223;-3,99404875934124;-3,2845042645931244;-5,61150535941124;-1,743343099951744;2,1095598116517067;-1,519569754600525;-1,7322804927825928;-1,766308069229126;-1,763714075088501;-1,7132066488265991;-1,7457083463668823;-1,765697717666626;-1,7559319734573364;-1,5847257375717163;-0,00434882240369916;0,8832684755325317;0,9546806812286377;-1,5635156631469727;1,072480320930481;-0,6096742153167725;1,297550916671753;3,8740367889404297;4,033340930938721;5,0;-0,6218814253807068;-0,5391775369644165;-0,5403982400894165;-0,5748836398124695;-0,5542839765548706;-1,296635389328003;-1,3375295400619507;-1,3401236534118652;-1,4304569959640503;-1,3205920457839966;-1,3466849327087402;-1,3610284328460693;-1,449683427810669;-2,3368430137634277;-2,403830051422119;-2,4348058700561523;-2,4241244792938232;-2,380636215209961;-2,4261081218719482;-2,4537270069122314;-2,4496071338653564
0,014;0,27847723104059696;-0,06485078483819962;0,7057297974824905;-0,9727626107633114;0,3013657405972481;0,35477234050631523;0,11825747787952423;-0,22507051471620798;0,7438773289322853;-0,12588687241077423;0,019073837029282004;-0,05722127389162779;-0,06485078483819962;0,553139578551054;0,8354315534234047;-0,7133591920137405;0,034332857467234135;-0,28610662557184696;-0,8201723918318748;-5,222400277853012;-4,909590259194374;-7,9919129610061646;-2,6588845998048782;2,6436258107423782;-1,5218585729599;-1,7322804927825928;-1,765239953994751;-1,764019250869751;-1,7113755941390991;-1,7428091764450073;-1,762493371963501;-1,7541009187698364;-1,5831998586654663;-0,001602198462933302;0,8738079071044922;0,9427786469459534;-1,5467307567596436;1,070801854133606;-0,6478217840194702;1,298924207687378;3,8757152557373047;4,038681507110596;5,0;-0,6073853969573975;-0,5243762731552124;-0,5242236852645874;-0,5582513213157654;-0,5371938943862915;-1,2825970649719238;-1,3253223896026611;-1,3273060321807861;-1,4176393747329712;-1,308995246887207;-1,3355458974838257;-1,3494316339492798;-1,4380865097045898;-2,3253986835479736;-2,392080545425415;-2,4219882488250732;-2,410849094390869;-2,367971420288086;-2,413595676422119;-2,4413671493530273;-2,4370946884155273
0,015;0,20981160923838615;-0,2327000256627798;0,8888380602002144;-0,8049133233726025;0,20981160923838615;0,46921498142182827;0,13351649977266788;0,06485090125352144;0,7286184001713991;-0,29373608995229006;0,06485090125352144;0,019073837029282004;-0,15640491619706154;0,4921034909784794;0,8354315534234047;-0,6599526386708021;0,034332857467234135;-0,24032953660935163;-1,338979136198759;-6,939040124416351;-7,3891811072826385;-11,486229300498962;-4,322117939591408;3,3607997000217438;-1,523842215538025;-1,7316701412200928;-1,765239953994751;-1,762798547744751;-1,7098497152328491;-1,7411307096481323;-1,7595940828323364;-1,7512016296386719;-1,5789272785186768;0,001754786353558302;0,8620584607124329;0,9324025511741638;-1,523842215538025;1,072327733039856;-0,687952995300293;1,297856092453003;3,8783092498779297;4,046310901641846;5,0;-0,5846494436264038;-0,5016403198242188;-0,5039291977882385;-0,5388723611831665;-0,5172045230865479;-1,2682535648345947;-1,311589241027832;-1,313878059387207;-1,4054322242736816;-1,296025037765503;-1,3225756883621216;-1,3367666006088257;-1,4257266521453857;-2,3141069412231445;-2,382772445678711;-2,412680149078369;-2,400625705718994;-2,356832265853882;-2,401693820953369;-2,4293124675750732;-2,4251925945281982
0,016;0,32425427343696356;-0,14114589430391788;0,8278019726276398;-0,7057297043502331;0,20218209829181433;0,40817889384925365;-0,019073719158768654;0,011444324627518654;0,6446937099099159;-0,16403442714363337;0,28610669542104006;-0,2327000256627798;-0,18692297162488103;0,5607691593468189;0,9727627038955688;-0,6523231044411659;-0,003814697265625;-0,27084758039563894;-1,8348973244428635;-8,79301130771637;-11,478599905967712;-17,078660428524017;-6,664377450942993;4,383154213428497;-1,5285725593566895;-1,7333486080169678;-1,764934778213501;-1,762035608291626;-1,7081712484359741;-1,7371633052825928;-1,7554742097854614;-1,7466239929199219;-1,5798428058624268;0,0022125570103526115;0,8500038385391235;0,9215686321258545;-1,5029373168945312;1,0755321979522705;-0,7270160913467407;1,297856092453003;3,8795299530029297;4,048447608947754;5,0;-0,5657282471656799;-0,48302432894706726;-0,48424506187438965;-0,5191882252693176;-0,49767300486564636;-1,2574197053909302;-1,300144910812378;-1,3016709089279175;-1,3920042514801025;-1,2835125923156738;-1,309758186340332;-1,3239489793777466;-1,4130617380142212;-2,2979323863983154;-2,365377187728882;-2,39650559425354;-2,385671854019165;-2,3426413536071777;-2,38826584815979;-2,4164950847625732;-2,412222385406494
0,017;0,23270014207810163;-0,10299833957105875;0,8735790848731995;-0,8354313671588898;0,27847723104059696;0,44632647186517715;0,13351649977266788;0,04196237132418901;0,6218052003532648;-0,19455247092992067;0,08773943991400301;-0,02670323010534048;-0,20981149282306433;0,43106740340590477;0,8125429973006248;-0,5683985538780689;-0,011444208212196827;-0,2327000256627798;-2,39948108792305;-11,440451443195343;-17,521171271800995;-25,684747099876404;-10,44861525297165;5,61913475394249;-1,5337605476379395;-1,7350270748138428;-1,764171838760376;-1,762188196182251;-1,7060348987579346;-1,7325856685638428;-1,7498283386230469;-1,7399100065231323;-1,5810635089874268;0,007400624454021454;0,8384069800376892;0,9093614220619202;-1,4832532405853271;1,0758373737335205;-0,7627221941947937;1,296482801437378;3,884870767593384;4,056839942932129;5,0;-0,547417402267456;-0,46532386541366577;-0,46654459834098816;-0,5010299682617188;-0,4793621599674225;-1,245365023612976;-1,2880903482437134;-1,2897688150405884;-1,380102276802063;-1,2711528539657593;-1,297398328781128;-1,310978889465332;-1,400091528892517;-2,2829785346984863;-2,3490500450134277;-2,380788803100586;-2,369344711303711;-2,3264667987823486;-2,372243881225586;-2,400473117828369;-2,39650559425354
0,018000000000000002;0,26321818586438894;-0,05722127389162779;0,7820249535143375;-0,9346149861812592;0,32425427343696356;0,40817889384925365;0,026703346520662308;-0,0877393176779151;0,6446937099099159;-0,17929344903677702;0,09536894503980875;-0,16403442714363337;-0,13351638335734606;0,46921498142182827;0,7362478412687778;-0,6065460853278637;0,04959187936037779;-0,28610662557184696;-2,6436254382133484;-14,94239717721939;-25,89074671268463;-37,69359886646271;-15,629053115844727;6,931410729885101;-1,536507248878479;-1,7360951900482178;-1,764019250869751;-1,761883020401001;-1,7038986682891846;-1,7281605005264282;-1,7428091764450073;-1,7341115474700928;-1,5749599933624268;0,013046462088823318;0,8278782367706299;0,8970016241073608;-1,467078685760498;1,0790417194366455;-0,7914091944694519;1,2926679849624634;3,894178628921509;4,056077003479004;5,0;-0,5269703269004822;-0,4464026987552643;-0,4468604624271393;-0,48195621371269226;-0,461051344871521;-1,2305638790130615;-1,2743571996688843;-1,2772563695907593;-1,3689631223678589;-1,2581826448440552;-1,2851911783218384;-1,298466444015503;-1,386358380317688;-2,2726023197174072;-2,3391318321228027;-2,370260238647461;-2,359731435775757;-2,3144121170043945;-2,358968496322632;-2,38673996925354;-2,381093978881836
0,019;0,1945525873452425;-0,24032953660935163;0,7438773289322853;-0,8964674547314644;0,2555886749178171;0,43869693763554096;0,019073837029282004;-0,13351638335734606;0,6065461784601212;-0,17929344903677702;0,2479591639712453;-0,03433274105191231;-0,14877539360895753;0,5455100908875465;0,7591363973915577;-0,5683985538780689;0,011444324627518654;-0,3166246460750699;-3,467612713575363;-19,443807005882263;-34,916457533836365;-50,18310546875;-20,916303992271423;8,77775251865387;-1,5436789989471436;-1,7386893033981323;-1,765239953994751;-1,7595940828323364;-1,7020676136016846;-1,7238880395889282;-1,7400625944137573;-1,7286182641983032;-1,5738917589187622;0,011367970146238804;0,8158236145973206;0,8863202929496765;-1,4431220293045044;1,0769054889678955;-0,8287937641143799;1,2861067056655884;3,899824619293213;4,057450294494629;5,0;-0,5078965425491333;-0,425955593585968;-0,426108181476593;-0,4624246656894684;-0,44029906392097473;-1,2172884941101074;-1,2603188753128052;-1,2629129886627197;-1,3540092706680298;-1,244907259941101;-1,2703899145126343;-1,2848858833312988;-1,3743038177490234;-2,2616159915924072;-2,3276875019073486;-2,358052968978882;-2,3472189903259277;-2,3029677867889404;-2,3470664024353027;-2,374532699584961;-2,370412826538086
0,02;0,24032965302467346;-0,11062785051763058;0,8583200164139271;-0,8583199232816696;0,3089952515438199;0,4615854471921921;0,0801099231466651;-0,11062785051763058;0,7057297974824905;-0,16403442714363337;0,04196237132418901;-0,15640491619706154;-0,24795904755592346;0,4997330252081156;0,9193561039865017;-0,5531394854187965;-0,011444208212196827;-0,27084758039563894;-5,382619798183441;-22,80079275369644;-41,645681858062744;-59,91073250770569;-24,891279637813568;11,135271191596985;-1,556954264640808;-1,7426565885543823;-1,765697717666626;-1,7589837312698364;-1,7006943225860596;-1,7241932153701782;-1,7411307096481323;-1,7324330806732178;-1,5726710557937622;0,01609826646745205;0,8048371076583862;0,8706035017967224;-1,4220645427703857;1,0816357135772705;-0,8652628660202026;1,2844281196594238;3,900129795074463;4,059128761291504;5,0;-0,4889753460884094;-0,40718701481819153;-0,40825513005256653;-0,4442664384841919;-0,42259860038757324;-1,2047760486602783;-1,2473487854003906;-1,2504005432128906;-1,3427176475524902;-1,2319371700286865;-1,2589455842971802;-1,2722209692001343;-1,3611810207366943;-2,251239776611328;-2,3189897537231445;-2,3495078086853027;-2,3401999473571777;-2,2932021617889404;-2,3369956016540527;-2,365224599838257;-2,359273672103882
0,021;0,3318837843835354;0,019073837029282004;0,8583200164139271;-0,8888379670679569;0,18692307639867067;0,4234379157423973;-0,02670323010534048;-0,0877393176779151;0,6904708221554756;-0,05722127389162779;0,2250706311315298;-0,19455247092992067;-0,2555885585024953;0,46921498142182827;0,8430610410869122;-0,5073624197393656;0,003814813680946827;-0,22507051471620798;-7,717250287532806;-24,860762059688568;-44,91874575614929;-64,20614719390869;-26,531624794006348;13,706415891647339;-1,5801479816436768;-1,7525749206542969;-1,769054651260376;-1,7611199617385864;-1,7014572620391846;-1,7286182641983032;-1,7475395202636719;-1,7391470670700073;-1,5732814073562622;0,01609826646745205;0,7940031886100769;0,8564125895500183;-1,401007056236267;1,0811779499053955;-0,9073777198791504;1,2862592935562134;3,903791904449463;4,065079689025879;5,0;-0,46929121017456055;-0,38887616991996765;-0,38933393359184265;-0,425955593585968;-0,40260928869247437;-1,1934844255447388;-1,2336156368255615;-1,2372777462005615;-1,3291370868682861;-1,2189669609069824;-1,245212435722351;-1,2597085237503052;-1,3483635187149048;-2,235217809677124;-2,3018996715545654;-2,3334858417510986;-2,3247883319854736;-2,2793164253234863;-2,3246357440948486;-2,352864980697632;-2,3475241661071777
